First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Vincent,Harrison,Buy,36,UTEP Basketball 23,5,Bronze
Michael,Sanchez,Buy,31,UTEP Basketball 18,2,General Admission
Gail,Parker,Buy,63,Lady Gaga Live,6,General Admission
Bryan,Wise,Buy,25,UTEP Basketball 12,6,Bronze
Sean,Hernandez,Buy,55,UTEP Wind Symphony 11,6,Silver
Joseph,Brooks,Buy,69,UTEP Commencement 2,2,Gold
Ethan,Holmes,Buy,13,UTEP Football 13,4,General Admission
Heather,Little,Buy,11,UTEP Football 11,5,Silver
Denise,Johnson,Buy,10,UTEP Football 10,6,Silver
James,King,Buy,48,UTEP Wind Symphony 4,6,Silver
Lisa,Stafford,Buy,20,UTEP Basketball 7,6,Silver
Stephanie,Williams,Buy,7,UTEP Football 7,4,Bronze
Paula,Wyatt,Buy,34,UTEP Basketball 21,2,VIP
Sharon,Castillo,Buy,43,UTEP Basketball 30,5,Gold
Miranda,Mason,Buy,1,UTEP Football 1,3,Silver
Nicholas,Jackson,Buy,30,UTEP Basketball 17,4,Silver
Tammy,Waters,Buy,10,UTEP Football 10,5,General Admission
Gary,Park,Buy,42,UTEP Basketball 29,6,General Admission
Amy,Chase,Buy,45,UTEP Wind Symphony 1,2,Silver
Valerie,Moore,Buy,32,UTEP Basketball 19,4,Bronze
Arturo,Flores,Buy,56,UTEP Wind Symphony 12,6,VIP
Amy,Bradley,Buy,55,UTEP Wind Symphony 11,2,Gold
Steven,Hartman,Buy,40,UTEP Basketball 27,6,VIP
Amy,Hall,Buy,3,UTEP Football 3,4,VIP
Adrian,Bonilla,Buy,52,UTEP Wind Symphony 8,5,Gold
Jody,Sanchez,Buy,53,UTEP Wind Symphony 9,5,Bronze
Nicole,Rowland,Buy,66,Warped Tour Day 2,4,General Admission
Irvin,Arredondo,Buy,23,UTEP Basketball 10,2,Gold
David,Soto,Buy,26,UTEP Basketball 13,5,VIP
David,Soto,Buy,20,UTEP Basketball 7,3,Silver
Mufassa,Disney,Buy,44,UTEP Basketball 31,5,VIP
Jerry,Smith,Buy,28,UTEP Basketball 15,5,Bronze
Tara,Rodriguez,Buy,23,UTEP Basketball 10,5,Silver
Gaston,Disney,Buy,34,UTEP Basketball 21,5,Silver
Caroline,Torres,Buy,32,UTEP Basketball 19,3,Bronze
Mercedes,Nichols,Buy,17,UTEP Basketball 4,5,Bronze
David,Cox,Buy,38,UTEP Basketball 25,2,Bronze
Anna,Gutierrez,Buy,49,UTEP Wind Symphony 5,5,VIP
Marcia,Snyder,Buy,47,UTEP Wind Symphony 3,3,VIP
Erica,Burch,Buy,50,UTEP Wind Symphony 6,5,Bronze
Christina,Dodson,Buy,16,UTEP Basketball 3,6,Silver
Justin,Wilson,Buy,42,UTEP Basketball 29,5,General Admission
Paula,Wyatt,Buy,46,UTEP Wind Symphony 2,6,VIP
Wendy,Stanton,Buy,4,UTEP Football 4,6,General Admission
Ethan,Holmes,Buy,54,UTEP Wind Symphony 10,6,Silver
Christopher,Johnson,Buy,25,UTEP Basketball 12,6,VIP
Sandy,Blackwell,Buy,64,Justin Timberlake Live,3,VIP
Jennifer,Guzman,Buy,16,UTEP Basketball 3,2,Silver
Laurie,Mendoza,Buy,49,UTEP Wind Symphony 5,5,General Admission
Dana,Park,Buy,17,UTEP Basketball 4,6,Gold
Ryan,Bowman,Buy,52,UTEP Wind Symphony 8,2,Bronze
Mary,Cruz,Buy,61,Justin Bieber Live,6,VIP
Daniel,Foster,Buy,34,UTEP Basketball 21,6,Bronze
Christopher,Raymond,Buy,14,UTEP Basketball 1,4,Gold
Rose,Burgess,Buy,21,UTEP Basketball 8,5,VIP
Bryan,Hardy,Buy,71,UTEP Commencement 3,6,Silver
Angela,English,Buy,35,UTEP Basketball 22,4,Gold
Andre,Avila,Buy,18,UTEP Basketball 5,2,VIP
Ariana,Lara,Buy,63,Lady Gaga Live,2,Bronze
Darin,Baker,Buy,2,UTEP Football 2,4,Bronze
Alicia,Moran,Buy,59,Eminem Live,2,Silver
Chelsea,Porter,Buy,56,UTEP Wind Symphony 12,6,Silver
Tammy,Thomas,Buy,51,UTEP Wind Symphony 7,6,Bronze
Jennifer,Smith,Buy,17,UTEP Basketball 4,6,Gold
Amanda,Vang,Buy,13,UTEP Football 13,4,General Admission
Christopher,Craig,Buy,66,Warped Tour Day 2,6,VIP
Ariel,Disney,Buy,15,UTEP Basketball 2,3,General Admission
Luis,Johnson,Buy,50,UTEP Wind Symphony 6,6,VIP
Thomas,Guinto,Buy,59,Eminem Live,2,Gold
Nicole,Rowland,Buy,45,UTEP Wind Symphony 1,2,VIP
Melissa,Evans,Buy,5,UTEP Football 5,6,VIP
Nicole,Johnson,Buy,50,UTEP Wind Symphony 6,3,Gold
Arturo,Flores,Buy,8,UTEP Football 8,2,General Admission
Courtney,Johnson,Buy,6,UTEP Football 6,4,Bronze
Juan,Brock,Buy,37,UTEP Basketball 24,2,Silver
Timothy,Johnson,Buy,9,UTEP Football 9,6,General Admission
Brittany,Ray,Buy,69,UTEP Commencement 2,3,VIP
Gina,Swanson,Buy,31,UTEP Basketball 18,3,VIP
Christina,Jones,Buy,49,UTEP Wind Symphony 5,5,Silver
Terri,Mendez,Buy,26,UTEP Basketball 13,3,General Admission
Brooke,Padilla,Buy,35,UTEP Basketball 22,2,Bronze
Sarah,Mosley,Buy,29,UTEP Basketball 16,4,Gold
Douglas,Mckay,Buy,33,UTEP Basketball 20,5,Bronze
Angela,Walker,Buy,50,UTEP Wind Symphony 6,4,Silver
Colleen,Sanchez,Buy,15,UTEP Basketball 2,4,VIP
Mark,Rogers,Buy,3,UTEP Football 3,3,VIP
Laura,Williams,Buy,67,Warped Tour Day 3,6,Bronze
Sandra,Sutton,Buy,30,UTEP Basketball 17,4,Bronze
Gerald,Baker,Buy,38,UTEP Basketball 25,5,Bronze
Leroy,Walters,Buy,28,UTEP Basketball 15,4,Bronze
Ricardo,Rodriguez,Buy,59,Eminem Live,4,Gold
Carmen,Hays,Buy,54,UTEP Wind Symphony 10,5,Gold
Sarah,Taylor,Buy,53,UTEP Wind Symphony 9,4,Silver
Erik,Case,Buy,45,UTEP Wind Symphony 1,4,Bronze
Barbara,Robertson,Buy,4,UTEP Football 4,5,Gold
James,Pittman,Buy,41,UTEP Basketball 28,2,General Admission
Peter,Pan,Buy,37,UTEP Basketball 24,5,General Admission
Cynthia,Ellis,Buy,16,UTEP Basketball 3,4,General Admission
Hercules,Disney,Buy,22,UTEP Basketball 9,2,General Admission
Kevin,Harrison,Buy,14,UTEP Basketball 1,3,Gold
William,Wolf,Buy,49,UTEP Wind Symphony 5,5,Silver
Maria,Mitchell,Buy,63,Lady Gaga Live,2,Silver
Aurora,Disney,Buy,14,UTEP Basketball 1,4,Bronze
Penny,Mcdaniel,Buy,6,UTEP Football 6,3,Bronze
Amanda,Baker,Buy,64,Justin Timberlake Live,2,VIP
Ryan,Wilkins,Buy,67,Warped Tour Day 3,2,General Admission
Henry,Salazar,Buy,53,UTEP Wind Symphony 9,4,VIP
Sarah,Cline,Buy,35,UTEP Basketball 22,5,VIP
Patrick,Larsen,Buy,53,UTEP Wind Symphony 9,6,Gold
Ryan,Wilkins,Buy,16,UTEP Basketball 3,2,Bronze
Doris,Mercado,Buy,35,UTEP Basketball 22,6,Bronze
Sheila,Lewis,Buy,47,UTEP Wind Symphony 3,4,VIP
Thomas,Stevenson,Buy,37,UTEP Basketball 24,3,VIP
Christopher,Craig,Buy,15,UTEP Basketball 2,2,General Admission
Kevin,Scott,Buy,36,UTEP Basketball 23,5,General Admission
Jermaine,Dean,Buy,33,UTEP Basketball 20,5,Gold
Carlos,Lynch,Buy,23,UTEP Basketball 10,2,Bronze
Derek,Lopez,Buy,35,UTEP Basketball 22,6,Silver
Victoria,White,Buy,60,Ariana Grande Live,6,Bronze
Jordan,Wilson,Buy,71,UTEP Commencement 3,5,Bronze
Robert,Lyons,Buy,9,UTEP Football 9,2,VIP
Pablo,Martinez,Buy,59,Eminem Live,5,Gold
Kim,Contreras,Buy,16,UTEP Basketball 3,4,General Admission
Jennifer,Carr,Buy,13,UTEP Football 13,5,VIP
James,Romero,Buy,58,Bad Bunny Live,3,VIP
Stephanie,Perry,Buy,10,UTEP Football 10,4,Bronze
Corey,Wilson,Buy,36,UTEP Basketball 23,4,Gold
Sean,Roberts,Buy,64,Justin Timberlake Live,3,General Admission
Brandon,Dillon,Buy,29,UTEP Basketball 16,3,Silver
Mikayla,Dennis,Buy,2,UTEP Football 2,6,Gold
Timothy,Bernard,Buy,67,Warped Tour Day 3,4,VIP
Jessica,Martin,Buy,28,UTEP Basketball 15,5,Gold
Tyler,Evans,Buy,29,UTEP Basketball 16,2,General Admission
Alexandra,Cook,Buy,10,UTEP Football 10,3,General Admission
Amanda,Vang,Buy,7,UTEP Football 7,6,Bronze
Quasimodo,Disney,Buy,65,Warped Tour Day 1,2,Silver
Deborah,Scott,Buy,43,UTEP Basketball 30,4,Silver
Karl,Davis,Buy,31,UTEP Basketball 18,6,Gold
Krista,Lambert,Buy,49,UTEP Wind Symphony 5,2,General Admission
Nancy,Morgan,Buy,44,UTEP Basketball 31,3,Gold
Christopher,Lucero,Buy,15,UTEP Basketball 2,5,Silver
Michaela,Miranda,Buy,68,UTEP Commencement 1,6,Bronze
Carl,Foley,Buy,48,UTEP Wind Symphony 4,3,Bronze
Alexis,Ford,Buy,53,UTEP Wind Symphony 9,3,Bronze
Beth,Sharp,Buy,42,UTEP Basketball 29,5,General Admission
Shawn,Lee,Buy,15,UTEP Basketball 2,5,Bronze
Jacob,Williams,Buy,13,UTEP Football 13,2,Silver
Lisa,Peters,Buy,31,UTEP Basketball 18,2,Silver
Becky,Gray,Buy,66,Warped Tour Day 2,5,Bronze
Christopher,Craig,Buy,20,UTEP Basketball 7,6,General Admission
Carmen,Petersen,Buy,22,UTEP Basketball 9,3,General Admission
Austin,Griffin,Buy,18,UTEP Basketball 5,6,General Admission
Timothy,Romero,Buy,68,UTEP Commencement 1,2,Bronze
Lori,Hall,Buy,42,UTEP Basketball 29,3,Bronze
Kelly,Wilson,Buy,42,UTEP Basketball 29,5,VIP
Emily,Estes,Buy,19,UTEP Basketball 6,5,Gold
Richard,Sullivan,Buy,11,UTEP Football 11,4,General Admission
Jacob,Contreras,Buy,71,UTEP Commencement 3,5,Bronze
Nathan,Coleman,Buy,46,UTEP Wind Symphony 2,6,Gold
Michael,Fox,Buy,30,UTEP Basketball 17,5,Silver
Dana,Williams,Buy,3,UTEP Football 3,2,General Admission
Darrell,Jones,Buy,37,UTEP Basketball 24,4,Bronze
Quasimodo,Disney,Buy,43,UTEP Basketball 30,6,Bronze
Julie,Alexander,Buy,67,Warped Tour Day 3,4,Bronze
Rene,Cervantez,Buy,5,UTEP Football 5,5,Gold
Jonathan,Christian,Buy,59,Eminem Live,4,VIP
Melissa,Mcdonald,Buy,43,UTEP Basketball 30,2,General Admission
James,Mitchell,Buy,68,UTEP Commencement 1,6,General Admission
Jeffrey,Best,Buy,9,UTEP Football 9,3,VIP
Robert,Park,Buy,64,Justin Timberlake Live,6,VIP
Jennifer,Bailey,Buy,11,UTEP Football 11,6,Gold
Rebecca,Nguyen,Buy,4,UTEP Football 4,5,Gold
Sandra,Rogers,Buy,42,UTEP Basketball 29,6,Silver
Sharon,Miller,Buy,36,UTEP Basketball 23,2,Bronze
Theresa,Hardy,Buy,41,UTEP Basketball 28,5,General Admission
Ryan,Sullivan,Buy,9,UTEP Football 9,4,Silver
Jared,Scott,Buy,34,UTEP Basketball 21,4,General Admission
Craig,Espinoza,Buy,43,UTEP Basketball 30,5,Silver
Anita,Fletcher,Buy,71,UTEP Commencement 3,5,VIP
Michael,Moran,Buy,52,UTEP Wind Symphony 8,5,Silver
Arim,MartinDelCampo,Buy,42,UTEP Basketball 29,6,General Admission
Zachary,Ellison,Buy,57,Taylor Swift Live,5,Silver
Allison,Cross,Buy,6,UTEP Football 6,3,VIP
Scott,Rose,Buy,35,UTEP Basketball 22,4,Bronze
Amy,Hall,Buy,59,Eminem Live,6,Gold
Shannon,Avery,Buy,32,UTEP Basketball 19,5,VIP
Beth,Moss,Buy,31,UTEP Basketball 18,6,VIP
Joel,Arellano,Buy,57,Taylor Swift Live,6,VIP
Katherine,Mcdonald,Buy,19,UTEP Basketball 6,4,Bronze
Gary,Park,Buy,55,UTEP Wind Symphony 11,3,Silver
Sherry,Mora,Buy,14,UTEP Basketball 1,5,Bronze
Daniel,Smith,Buy,11,UTEP Football 11,3,Silver
Ana,Andrade,Buy,15,UTEP Basketball 2,3,Gold
Krista,Blake,Buy,64,Justin Timberlake Live,4,Silver
Christopher,Berry,Buy,36,UTEP Basketball 23,6,VIP
Gabriel,MikiSilva,Buy,20,UTEP Basketball 7,6,Silver
Maria,Kelly,Buy,10,UTEP Football 10,3,General Admission
Denise,Morales,Buy,32,UTEP Basketball 19,5,General Admission
Justin,Martinez,Buy,42,UTEP Basketball 29,3,Gold
Louis,Boone,Buy,35,UTEP Basketball 22,6,VIP
Sharon,Miller,Buy,11,UTEP Football 11,6,VIP
Renee,Bradley,Buy,12,UTEP Football 12,4,Gold
Shane,Arnold,Buy,16,UTEP Basketball 3,2,Gold
Brian,Jensen,Buy,65,Warped Tour Day 1,6,Bronze
Michelle,Wood,Buy,27,UTEP Basketball 14,2,Gold
Ian,Ritter,Buy,1,UTEP Football 1,3,Gold
Victoria,White,Buy,6,UTEP Football 6,5,Gold
Tanya,Davis,Buy,43,UTEP Basketball 30,2,Bronze
Jeffrey,Gonzalez,Buy,18,UTEP Basketball 5,5,VIP
Jessica,Fernandez,Buy,6,UTEP Football 6,4,Bronze
Donald,Haynes,Buy,4,UTEP Football 4,5,Silver
John,Hansen,Buy,57,Taylor Swift Live,4,VIP
Lisa,Brown,Buy,62,The Weeknd Live,6,General Admission
David,Brown,Buy,1,UTEP Football 1,6,General Admission
Phillip,Richardson,Buy,71,UTEP Commencement 3,4,Bronze
Diana,Matthews,Buy,51,UTEP Wind Symphony 7,5,VIP
Kelly,Jordan,Buy,15,UTEP Basketball 2,4,Silver
Kathleen,Small,Buy,46,UTEP Wind Symphony 2,2,Silver
Brendan,Phillips,Buy,38,UTEP Basketball 25,4,General Admission
Cassandra,Cook,Buy,15,UTEP Basketball 2,4,General Admission
Tammy,Waters,Buy,68,UTEP Commencement 1,3,VIP
Elizabeth,Kim,Buy,12,UTEP Football 12,4,VIP
Laura,Smith,Buy,19,UTEP Basketball 6,5,General Admission
Evil,Queen,Buy,19,UTEP Basketball 6,2,VIP
Trevor,Young,Buy,51,UTEP Wind Symphony 7,4,Silver
Arturo,Flores,Buy,22,UTEP Basketball 9,2,Gold
Jeremy,Alvarez,Buy,8,UTEP Football 8,5,Silver
Catherine,Mann,Buy,31,UTEP Basketball 18,3,VIP
Barbara,Love,Buy,33,UTEP Basketball 20,5,Silver
Wesley,Williamson,Buy,29,UTEP Basketball 16,3,General Admission
David,Wright,Buy,67,Warped Tour Day 3,6,Bronze
Gregory,Sullivan,Buy,2,UTEP Football 2,6,General Admission
Kathleen,Small,Buy,44,UTEP Basketball 31,3,Gold
Teresa,Gardner,Buy,5,UTEP Football 5,4,General Admission
Alyssa,Kelly,Buy,6,UTEP Football 6,6,General Admission
Thomas,Sanders,Buy,59,Eminem Live,6,Bronze
Amanda,Vang,Buy,65,Warped Tour Day 1,3,Silver
Miranda,Mason,Buy,59,Eminem Live,2,Gold
Lilo,Disney,Buy,69,UTEP Commencement 2,5,General Admission
Michelle,Wood,Buy,53,UTEP Wind Symphony 9,3,General Admission
Mary,Stevens,Buy,37,UTEP Basketball 24,4,Bronze
Amy,Mcpherson,Buy,6,UTEP Football 6,3,VIP
Casey,Navarro,Buy,62,The Weeknd Live,3,Gold
Belle,Disney,Buy,26,UTEP Basketball 13,5,Bronze
Jill,Henderson,Buy,46,UTEP Wind Symphony 2,2,Gold
Stephanie,Mcdonald,Buy,60,Ariana Grande Live,2,Gold
Jessica,Moore,Buy,1,UTEP Football 1,6,General Admission
Eric,Ramos,Buy,36,UTEP Basketball 23,5,Silver
Joseph,Macdonald,Buy,1,UTEP Football 1,3,VIP
Nicholas,Jackson,Buy,40,UTEP Basketball 27,2,Silver
Daniel,Guevara,Buy,11,UTEP Football 11,3,General Admission
Edward,Johnson,Buy,65,Warped Tour Day 1,6,VIP
Jacob,Williams,Buy,66,Warped Tour Day 2,4,VIP
Ronald,Martinez,Buy,2,UTEP Football 2,2,Gold
Angel,Barber,Buy,22,UTEP Basketball 9,6,Silver
Erica,Burch,Buy,2,UTEP Football 2,5,General Admission
Cody,Robles,Buy,33,UTEP Basketball 20,4,VIP
Robin,Watson,Buy,36,UTEP Basketball 23,5,General Admission
Tyrone,Alvarado,Buy,14,UTEP Basketball 1,3,Bronze
Mark,Thompson,Buy,28,UTEP Basketball 15,6,VIP
Michael,Johnson,Buy,52,UTEP Wind Symphony 8,5,Gold
Jeffrey,Marquez,Buy,43,UTEP Basketball 30,5,Silver
Bryan,Hardy,Buy,52,UTEP Wind Symphony 8,4,VIP
Matthew,Mason,Buy,67,Warped Tour Day 3,6,VIP
Jacob,Williams,Buy,21,UTEP Basketball 8,4,Silver
Sandra,Rogers,Buy,51,UTEP Wind Symphony 7,2,Gold
Christopher,Underwood,Buy,53,UTEP Wind Symphony 9,3,Silver
Woody,Disney,Buy,38,UTEP Basketball 25,4,Gold
Stephanie,Perry,Buy,30,UTEP Basketball 17,4,VIP
Amanda,Vang,Buy,37,UTEP Basketball 24,6,Bronze
Laurie,Johnson,Buy,40,UTEP Basketball 27,3,General Admission
Angela,Walker,Buy,10,UTEP Football 10,4,General Admission
Wesley,Lambert,Buy,14,UTEP Basketball 1,4,Silver
William,Wolf,Buy,69,UTEP Commencement 2,2,Gold
Kimberly,Roberts,Buy,57,Taylor Swift Live,5,Bronze
Lawrence,Price,Buy,12,UTEP Football 12,4,General Admission
Dean,Smith,Buy,35,UTEP Basketball 22,3,General Admission
Elizabeth,Jackson,Buy,5,UTEP Football 5,5,VIP
Brandon,Dillon,Buy,49,UTEP Wind Symphony 5,6,VIP
Renee,Bradley,Buy,59,Eminem Live,5,General Admission
Jeffrey,Weiss,Buy,37,UTEP Basketball 24,4,Silver
James,Hammond,Buy,46,UTEP Wind Symphony 2,6,General Admission
Ronald,Kent,Buy,54,UTEP Wind Symphony 10,2,Silver
Matthew,Perez,Buy,59,Eminem Live,5,Gold
Kyle,Taylor,Buy,36,UTEP Basketball 23,5,VIP
Craig,Brown,Buy,14,UTEP Basketball 1,6,General Admission
Rachel,Hart,Buy,43,UTEP Basketball 30,6,Bronze
Cheryl,Wilson,Buy,31,UTEP Basketball 18,3,Gold
Jorge,Huerta,Buy,25,UTEP Basketball 12,6,VIP
Roberto,Johnson,Buy,10,UTEP Football 10,4,Gold
Ernest,Bentley,Buy,62,The Weeknd Live,5,VIP
Michelle,Maldonado,Buy,17,UTEP Basketball 4,2,Bronze
Matthew,Campbell,Buy,34,UTEP Basketball 21,6,Silver
Robert,Wilson,Buy,6,UTEP Football 6,4,Bronze
Shane,Arnold,Buy,63,Lady Gaga Live,3,VIP
Brittany,Ray,Buy,45,UTEP Wind Symphony 1,5,Bronze
Tammy,Thomas,Buy,23,UTEP Basketball 10,2,Silver
Sean,Medina,Buy,4,UTEP Football 4,4,General Admission
Brett,Higgins,Buy,10,UTEP Football 10,5,Silver
Lisa,Robinson,Buy,61,Justin Bieber Live,5,Gold
Chelsea,Gallagher,Buy,32,UTEP Basketball 19,6,General Admission
Amanda,Johnson,Buy,56,UTEP Wind Symphony 12,3,General Admission
Brian,Jacobson,Buy,52,UTEP Wind Symphony 8,2,Silver
Erin,Jones,Buy,39,UTEP Basketball 26,2,General Admission
Kristen,Martinez,Buy,12,UTEP Football 12,6,General Admission
Laura,Smith,Buy,49,UTEP Wind Symphony 5,5,Bronze
Kevin,Tran,Buy,56,UTEP Wind Symphony 12,6,VIP
Justin,Wilson,Buy,51,UTEP Wind Symphony 7,3,Bronze
Jake,Mitchell,Buy,2,UTEP Football 2,2,Silver
Ray,Huynh,Buy,39,UTEP Basketball 26,5,VIP
Sherri,Armstrong,Buy,61,Justin Bieber Live,5,Bronze
Jacqueline,Dunn,Buy,15,UTEP Basketball 2,3,Silver
Sheila,Lewis,Buy,34,UTEP Basketball 21,6,Bronze
James,Hammond,Buy,16,UTEP Basketball 3,3,Bronze
Jennifer,Jones,Buy,16,UTEP Basketball 3,5,Gold
Ali,Nouri,Buy,47,UTEP Wind Symphony 3,5,General Admission
Rose,Burgess,Buy,12,UTEP Football 12,6,Silver
Ryan,Mcconnell,Buy,32,UTEP Basketball 19,4,VIP
Douglas,Hernandez,Buy,67,Warped Tour Day 3,4,VIP
Bradley,Rodriguez,Buy,39,UTEP Basketball 26,6,General Admission
Tanya,Johnson,Buy,61,Justin Bieber Live,4,Silver
Kelly,Bell,Buy,55,UTEP Wind Symphony 11,3,General Admission
Alexandra,Fox,Buy,38,UTEP Basketball 25,2,Gold
Paul,Fisher,Buy,27,UTEP Basketball 14,4,Gold
Andrew,Atkins,Buy,12,UTEP Football 12,3,VIP
Brandon,Dillon,Buy,10,UTEP Football 10,4,General Admission
Brian,Rojas,Buy,66,Warped Tour Day 2,3,Gold
Melissa,Rivera,Buy,9,UTEP Football 9,2,Gold
Shane,Arnold,Buy,66,Warped Tour Day 2,5,VIP
Tammy,Martinez,Buy,54,UTEP Wind Symphony 10,5,Silver
Mary,Gonzalez,Buy,26,UTEP Basketball 13,4,General Admission
Amber,Long,Buy,56,UTEP Wind Symphony 12,4,VIP
Matthew,Khan,Buy,7,UTEP Football 7,3,General Admission
Dale,Disney,Buy,64,Justin Timberlake Live,4,General Admission
William,Hunter,Buy,26,UTEP Basketball 13,4,VIP
Susan,Humphrey,Buy,31,UTEP Basketball 18,4,VIP
Chris,Holden,Buy,42,UTEP Basketball 29,2,Silver
Danielle,Gardner,Buy,54,UTEP Wind Symphony 10,4,VIP
Michelle,Ortiz,Buy,66,Warped Tour Day 2,6,Gold
Amber,Brown,Buy,40,UTEP Basketball 27,4,Silver
Jared,Perry,Buy,66,Warped Tour Day 2,2,Silver
Amy,Fuller,Buy,1,UTEP Football 1,4,General Admission
Rita,Owens,Buy,31,UTEP Basketball 18,2,General Admission
Jose,Smith,Buy,66,Warped Tour Day 2,5,Gold
Janet,Hughes,Buy,42,UTEP Basketball 29,5,Bronze
Jonathan,Martinez,Buy,5,UTEP Football 5,4,Silver
Jacob,Gonzalez,Buy,50,UTEP Wind Symphony 6,3,Silver
Cesar,Jones,Buy,34,UTEP Basketball 21,6,Gold
Amy,Hall,Buy,22,UTEP Basketball 9,3,VIP
Carlos,Lynch,Buy,57,Taylor Swift Live,3,Gold
Julie,Shaw,Buy,46,UTEP Wind Symphony 2,6,Gold
Teresa,Gardner,Buy,33,UTEP Basketball 20,3,General Admission
David,Hayes,Buy,28,UTEP Basketball 15,6,Silver
Linda,Bennett,Buy,12,UTEP Football 12,2,Gold
Jennifer,Huang,Buy,54,UTEP Wind Symphony 10,2,General Admission
Andrew,Atkins,Buy,36,UTEP Basketball 23,2,Silver
Paula,Wyatt,Buy,64,Justin Timberlake Live,3,Bronze
Nancy,Morgan,Buy,31,UTEP Basketball 18,3,Bronze
Kevin,Tran,Buy,2,UTEP Football 2,2,Silver
Donna,Travis,Buy,50,UTEP Wind Symphony 6,3,Gold
Gloria,Page,Buy,65,Warped Tour Day 1,3,Bronze
Ronald,Kent,Buy,68,UTEP Commencement 1,2,Bronze
Chelsea,Gallagher,Buy,11,UTEP Football 11,6,General Admission
Brian,Andrews,Buy,71,UTEP Commencement 3,4,General Admission
Joel,Welch,Buy,59,Eminem Live,2,Silver
Kristy,Hoover,Buy,26,UTEP Basketball 13,3,VIP
Amber,Brown,Buy,56,UTEP Wind Symphony 12,6,General Admission
Kathy,Smith,Buy,28,UTEP Basketball 15,4,Silver
Elizabeth,Rodriguez,Buy,64,Justin Timberlake Live,5,Bronze
Jason,Wolfe,Buy,54,UTEP Wind Symphony 10,4,Gold
Victoria,White,Buy,7,UTEP Football 7,6,Bronze
Joseph,Fritz,Buy,65,Warped Tour Day 1,4,Silver
Erica,Burch,Buy,69,UTEP Commencement 2,5,Gold
Matthew,Porter,Buy,32,UTEP Basketball 19,4,Silver
Wesley,Williamson,Buy,7,UTEP Football 7,5,Silver
Kimberly,Richardson,Buy,8,UTEP Football 8,4,Bronze
Jamie,Brown,Buy,68,UTEP Commencement 1,3,Gold
Sean,Medina,Buy,6,UTEP Football 6,2,Bronze
Kevin,Gould,Buy,21,UTEP Basketball 8,5,General Admission
Hayden,Mcdaniel,Buy,50,UTEP Wind Symphony 6,5,Silver
Jeffrey,Delgado,Buy,40,UTEP Basketball 27,5,General Admission
Gail,Parker,Buy,66,Warped Tour Day 2,5,General Admission
Evil,Queen,Buy,31,UTEP Basketball 18,4,Bronze
Bryan,Massey,Buy,35,UTEP Basketball 22,3,General Admission
Mitchell,Gross,Buy,38,UTEP Basketball 25,3,Silver
Patrick,Henderson,Buy,34,UTEP Basketball 21,5,VIP
William,Wolf,Buy,35,UTEP Basketball 22,6,Bronze
Tonya,Elliott,Buy,71,UTEP Commencement 3,3,VIP
John,House,Buy,15,UTEP Basketball 2,6,Gold
Jared,Perry,Buy,15,UTEP Basketball 2,3,Gold
Grace,Kelley,Buy,47,UTEP Wind Symphony 3,4,General Admission
Scott,Bailey,Buy,3,UTEP Football 3,4,Gold
Dakota,Harper,Buy,34,UTEP Basketball 21,4,Bronze
Tyler,Baxter,Buy,46,UTEP Wind Symphony 2,3,Bronze
Linda,Miller,Buy,61,Justin Bieber Live,5,Silver
Roberto,Gutierrez,Buy,26,UTEP Basketball 13,4,Gold
Jordan,Wilson,Buy,7,UTEP Football 7,2,General Admission
Kaa,Disney,Buy,9,UTEP Football 9,6,General Admission
Brandon,Neal,Buy,59,Eminem Live,3,Bronze
Donald,Duck,Buy,42,UTEP Basketball 29,3,Bronze
Laurie,Mendoza,Buy,4,UTEP Football 4,5,General Admission
James,Romero,Buy,34,UTEP Basketball 21,6,General Admission
Paul,Salas,Buy,68,UTEP Commencement 1,2,VIP
Andrew,Marshall,Buy,12,UTEP Football 12,5,VIP
Jose,Toriano,Buy,8,UTEP Football 8,6,General Admission
Enrique,Aguilar,Buy,18,UTEP Basketball 5,2,Bronze
Richard,Edwards,Buy,28,UTEP Basketball 15,2,Silver
Karla,Johnson,Buy,57,Taylor Swift Live,2,Silver
Stephanie,Obrien,Buy,30,UTEP Basketball 17,6,VIP
Susan,Humphrey,Buy,35,UTEP Basketball 22,3,Gold
Andrew,Campos,Buy,42,UTEP Basketball 29,4,Gold
Michelle,Griffin,Buy,61,Justin Bieber Live,2,Silver
Adam,Bass,Buy,43,UTEP Basketball 30,3,General Admission
Kirsten,Robinson,Buy,39,UTEP Basketball 26,3,Gold
Mary,Anderson,Buy,59,Eminem Live,3,Bronze
Sean,Klein,Buy,58,Bad Bunny Live,3,VIP
Ivan,AcedoAguilar,Buy,22,UTEP Basketball 9,3,Silver
Jeremy,Foster,Buy,31,UTEP Basketball 18,2,General Admission
Jill,Henderson,Buy,28,UTEP Basketball 15,2,Gold
Timothy,Romero,Buy,8,UTEP Football 8,4,Silver
Norman,Freeman,Buy,31,UTEP Basketball 18,4,Bronze
Carlos,Irwin,Buy,58,Bad Bunny Live,3,Gold
Sabrina,Nguyen,Buy,36,UTEP Basketball 23,5,VIP
Alexis,Black,Buy,28,UTEP Basketball 15,2,VIP
Joanna,Knight,Buy,18,UTEP Basketball 5,3,Silver
Craig,Fleming,Buy,38,UTEP Basketball 25,2,Silver
Angela,Mcintyre,Buy,35,UTEP Basketball 22,3,Gold
